,0
otherus_count,9.973680656893127e-05
cc_rash,9.74101393030742e-05
othnervdx,8.565365975252475e-05
substancerelateddisorders,8.393607388085874e-05
anemia,8.247736259432673e-05
cc_sorethroat,7.770017308535163e-05
cc_emesis,7.407861564941536e-05
screeningandhistoryofmentalhealthan,7.367961800932946e-05
otherimg_count,6.99854711480687e-05
cc_drugproblem,6.816203351891085e-05
pancreasdx,6.65337514277718e-05
ulceratcol,6.582007754047974e-05
pulmhartdx,6.335495762327156e-05
headachemig,5.949033518853493e-05
othlowresp,5.7681133836869314e-05
cc_epistaxis,5.7642506890694296e-05
cc_fulltrauma,5.342363116555864e-05
cc_fever-9weeksto74years,5.1683424765797635e-05
bloodua_last,4.874482433984736e-05
cc_gibleeding,4.825226743326796e-05
leukocytesua_last,4.6612124945877355e-05
phlebitis,4.581200791780929e-05
cc_fall,4.577976395772473e-05
cc_laceration,4.564685512395968e-05
meds_colonystimulatingfactors,4.482912013966995e-05
cc_kneepain,4.48000848824783e-05
othergudx,4.410988096068906e-05
othereyedx,4.404539146215194e-05
glucoseua_npos,4.4042081014670425e-05
o2_device_min,4.359829715560883e-05
otdxstomch,4.27946684073854e-05
cc_hypertension,4.234023654117103e-05
cc_allergicreaction,4.2039044910187096e-05
hrtvalvedx,4.1861274573178035e-05
othematldx,4.0641655647514646e-05
backproblem,4.053711847355593e-05
hepatitis,4.0146298981929985e-05
osteoporosis,3.9550510625568933e-05
cc_dentalpain,3.8604813236758125e-05
cc_fall>65,3.853296710750639e-05
otherinjury,3.762723537790058e-05
cc_footpain,3.717122073588062e-05
bph,3.637857637446094e-05
cc_uri,3.58946045359286e-05
otnutritdx,3.579199476678891e-05
nitriteua_npos,3.567347901526844e-05
cc_coldlikesymptoms,3.3957373069338667e-05
cc_cough,3.353942325460232e-05
cc_headache-newonsetornewsymptoms,3.346692733307198e-05
cc_neckpain,3.2577941995160765e-05
cc_other,3.161131853310659e-05
allergy,3.1497703490893096e-05
cc_legpain,3.1172152328281634e-05
cc_depression,3.076155701470821e-05
diverticulos,3.045284987210872e-05
cc_migraine,3.027355508018241e-05
cc_fatigue,3.0099600322984893e-05
personalitydisorders,2.9988308109625885e-05
osteoarthros,2.953634707397636e-05
cc_earpain,2.9467464236985162e-05
epilepsycnv,2.9165972678028036e-05
ketonesua_npos,2.8931989219795194e-05
cc_anxiety,2.8895764281668955e-05
pneumonia,2.8652839190903538e-05
cc_shoulderpain,2.860406983457039e-05
cataract,2.854303107080725e-05
cc_modifiedtrauma,2.8288392300978006e-05
cc_flankpain,2.788423930135439e-05
meds_smokingdeterrents,2.7636042822236016e-05
cc_headinjury,2.7402775538091378e-05
